,Symbol,Industry
2507,ROIC,Equity Real Estate Investment Trusts...
2508,ROK,Electrical Equipment
2509,ROL,Commercial Services & Supplies
2510,ROLL,Machinery
2511,ROP,Industrial Conglomerates
2512,ROST,Specialty Retail
2513,RPAI,Equity Real Estate Investment Trusts...
2514,RPD,Software
2515,RPM,Chemicals
2516,RPT,Equity Real Estate Investment Trusts...
2517,RRC,"Oil, Gas & Consumable Fuels"
2518,RRD,Commercial Services & Supplies
2519,RRGB,"Hotels, Restaurants & Leisure"
2520,RRR,"Hotels, Restaurants & Leisure"
2521,RRX,Specialty Industrial Machinery
2522,RS,Metals & Mining
2523,RSG,Commercial Services & Supplies
2524,RSLS,Health Care Equipment & Supplies
2525,RTX,Aerospace & Defense
2526,RUN,Electrical Equipment
2527,RUSHA,Trading Companies & Distributors
2528,RUSHB,Auto & Truck Dealerships
2529,RUTH,"Hotels, Restaurants & Leisure"
2530,RVNC,Pharmaceuticals
2531,RVP,Health Care Equipment & Supplies
2532,RVSB,Thrifts & Mortgage Finance
2533,RWLK,Health Care Equipment & Supplies
2534,RWT,Mortgage Real Estate Investment Trus...
2535,RY,Banks
2536,RYAAY,Airlines
2537,RYAM,Chemicals
2538,RYI,Metals & Mining
2539,RYN,Equity Real Estate Investment Trusts...
2540,SA,Metals & Mining
2541,SABR,IT Services
2542,SAFM,Food Products
2543,SAFT,Insurance
2544,SAGE,Biotechnology
2545,SAH,Specialty Retail
2546,SAIA,Road & Rail
2547,SAIC,IT Services
2548,SALM,Media
2549,SAM,Beverages
2550,SAMG,Capital Markets
2551,SAN,Banks
2552,SAND,Metals & Mining
2553,SANM,"Electronic Equipment, Instruments & C..."
2554,SANW,Food Products
2555,SAP,Software
2556,SAR,Capital Markets
2557,SASR,Banks
2558,SATS,Communications Equipment
2559,SAVA,Pharmaceuticals
2560,SAVE,Airlines
2561,SB,Marine
2562,SBAC,Equity Real Estate Investment Trusts...
2563,SBCF,Banks
2564,SBGI,Media
2565,SBH,Specialty Retail
2566,SBLK,Marine
2567,SBNY,Banks
2568,SBR,"Oil, Gas & Consumable Fuels"
2569,SBRA,Equity Real Estate Investment Trusts...
2570,SBS,Water Utilities
2571,SBSI,Banks
2572,SBSW,Metals & Mining
2573,SBUX,"Hotels, Restaurants & Leisure"
2574,SC,Consumer Finance
2575,SCCO,Metals & Mining
2576,SCHL,Media
2577,SCHN,Metals & Mining
2578,SCHW,Capital Markets
2579,SCI,Diversified Consumer Services
2580,SCL,Chemicals
2581,SCM,Capital Markets
2582,SCOR,Media
2583,SCS,Commercial Services & Supplies
2584,SCSC,"Electronic Equipment, Instruments & C..."
2585,SCU,Capital Markets
2586,SCVL,Specialty Retail
2587,SCWX,Software
2588,SCX,Machinery
2589,SCYX,Pharmaceuticals
2590,SD,"Oil, Gas & Consumable Fuels"
2591,SDPI,Energy Equipment & Services
2592,SEAC,Software
2593,SEAS,"Hotels, Restaurants & Leisure"
2594,SEB,Food Products
2595,SEDG,Semiconductors & Semiconductor Equipment
2596,SEE,Containers & Packaging
2597,SEED,Food Products
2598,SEEL,Pharmaceuticals
2599,SEIC,Capital Markets
2600,SELB,Biotechnology
2601,SELF,Equity Real Estate Investment Trusts...
2602,SEM,Health Care Providers & Services
2603,SENEA,Food Products
2604,SENS,Health Care Equipment & Supplies
2605,SESN,Biotechnology
2606,SEVN,REIT-Mortgage
2607,SF,Capital Markets
2608,SFBS,Banks
2609,SFE,Capital Markets
2610,SFL,"Oil, Gas & Consumable Fuels"
2611,SFM,Food & Staples Retailing
2612,SFNC,Banks
2613,SFST,Banks
2614,SFUN,Interactive Media & Services
2615,SGA,Media
2616,SGC,"Textiles, Apparel & Luxury Goods"
2617,SGEN,Biotechnology
2618,SGLB,Aerospace & Defense
2619,SGMA,"Electronic Equipment, Instruments & C..."
2620,SGMO,Biotechnology
2621,SGMS,"Hotels, Restaurants & Leisure"
2622,SGRY,Health Care Providers & Services
2623,SGU,Gas Utilities
2624,SHAK,"Hotels, Restaurants & Leisure"
2625,SHBI,Banks
2626,SHEN,Wireless Telecommunication Services
2627,SHG,Banks
2628,SHI,Chemicals
2629,SHIP,Marine
2630,SHLX,"Oil, Gas & Consumable Fuels"
2631,SHO,Equity Real Estate Investment Trusts...
2632,SHOO,"Textiles, Apparel & Luxury Goods"
2633,SHOP,IT Services
2634,SHW,Chemicals
2635,SHYF,Machinery
2636,SID,Metals & Mining
2637,SIEN,Health Care Equipment & Supplies
2638,SIFY,Diversified Telecommunication Services
2639,SIG,Specialty Retail
2640,SIGA,Pharmaceuticals
2641,SIGI,Insurance
2642,SII,Capital Markets
2643,SILC,Communications Equipment
2644,SIMO,Semiconductors & Semiconductor Equipment
2645,SINO,Transportation Infrastructure
2646,SINT,Health Care Equipment & Supplies
2647,SIOX,Biotechnology
2648,SIRI,Media
2649,SISI,Personal Products
2650,SITC,Equity Real Estate Investment Trusts...
2651,SITE,Trading Companies & Distributors
2652,SIVB,Banks
2653,SIX,"Hotels, Restaurants & Leisure"
2654,SJI,Gas Utilities
2655,SJM,Food Products
2656,SJR,Media
2657,SJT,"Oil, Gas & Consumable Fuels"
2658,SJW,Water Utilities
2659,SKM,Wireless Telecommunication Services
2660,SKT,Equity Real Estate Investment Trusts...
2661,SKX,"Textiles, Apparel & Luxury Goods"
2662,SKY,Household Durables
2663,SKYW,Airlines
2664,SLAB,Semiconductors & Semiconductor Equipment
2665,SLB,Energy Equipment & Services
2666,SLCA,Energy Equipment & Services
2667,SLCT,Banks
2668,SLF,Insurance
2669,SLG,Equity Real Estate Investment Trusts...
2670,SLGN,Containers & Packaging
2671,SLM,Consumer Finance
2672,SLNO,Biotechnology
2673,SLP,Health Care Technology
2674,SLRC,Capital Markets
2675,SLRX,Biotechnology
2676,SLS,Biotechnology
2677,SM,"Oil, Gas & Consumable Fuels"
2678,SMBC,Thrifts & Mortgage Finance
2679,SMBK,Banks
2680,SMCI,"Technology Hardware, Storage & Periph..."
2681,SMFG,Banks
2682,SMG,Chemicals
2683,SMLP,"Oil, Gas & Consumable Fuels"
2684,SMMF,Banks
2685,SMMT,Biotechnology
2686,SMP,Auto Components
2687,SMSI,Software
2688,SMTC,Semiconductors & Semiconductor Equipment
2689,SNA,Machinery
2690,SNBR,Specialty Retail
2691,SNCR,Software
2692,SND,Energy Equipment & Services
2693,SNDX,Biotechnology
2694,SNES,Pharmaceuticals
2695,SNEX,Capital Markets
2696,SNFCA,Thrifts & Mortgage Finance
2697,SNGX,Biotechnology
2698,SNMP,"Oil, Gas & Consumable Fuels"
2699,SNN,Health Care Equipment & Supplies
2700,SNP,"Oil, Gas & Consumable Fuels"
2701,SNPS,Software
2702,SNT,Security & Protection Services
2703,SNV,Banks
2704,SNX,"Electronic Equipment, Instruments & C..."
2705,SNY,Pharmaceuticals
2706,SO,Electric Utilities
2707,SOHO,Equity Real Estate Investment Trusts...
2708,SOHU,Interactive Media & Services
2709,SOL,Construction & Engineering
2710,SON,Containers & Packaging
2711,SONN,Biotechnology
2712,SONY,Household Durables
2713,SP,Commercial Services & Supplies
2714,SPB,Household Products
2715,SPCB,"Electronic Equipment, Instruments & C..."
2716,SPG,Equity Real Estate Investment Trusts...
2717,SPGI,Capital Markets
2718,SPH,Gas Utilities
2719,SPLK,Software
2720,SPNE,Health Care Equipment & Supplies
2721,SPNS,Software
2722,SPNT,Insurance-Reinsurance
2723,SPOK,Wireless Telecommunication Services
2724,SPPI,Biotechnology
2725,SPR,Aerospace & Defense
2726,SPSC,Software
2727,SPTN,Food & Staples Retailing
2728,SPWH,Specialty Retail
2729,SPWR,Semiconductors & Semiconductor Equipment
2730,SPXC,Machinery
2731,SQ,IT Services
2732,SQM,Chemicals
2733,SQNS,Semiconductors & Semiconductor Equipment
2734,SR,Gas Utilities
2735,SRAX,Media
2736,SRC,Equity Real Estate Investment Trusts...
2737,SRCE,Banks
2738,SRCL,Commercial Services & Supplies
2739,SRDX,Health Care Equipment & Supplies
2740,SRE,Multi-Utilities
2741,SREV,IT Services
2742,SRG,Equity Real Estate Investment Trusts...
2743,SRGA,Medical Devices
2744,SRI,Auto Components
2745,SRLP,"Oil, Gas & Consumable Fuels"
2746,SRNE,Biotechnology
2747,SRPT,Biotechnology
2748,SRRA,Biotechnology
2749,SRT,IT Services
2750,SSB,Banks
2751,SSD,Building Products
2752,SSKN,Health Care Equipment & Supplies
2753,SSL,Chemicals
2754,SSNC,Software
2755,SSP,Media
2756,SSRM,Metals & Mining
2757,SSTK,Internet & Direct Marketing Retail
2758,SSYS,"Technology Hardware, Storage & Periph..."
2759,ST,Electrical Equipment
2760,STAA,Health Care Equipment & Supplies
2761,STAB,Biotechnology
2762,STAF,Professional Services
2763,STAG,Equity Real Estate Investment Trusts...
2764,STAR,Equity Real Estate Investment Trusts...
2765,STBA,Banks
2766,STC,Insurance
2767,STCN,IT Services
2768,STE,Health Care Equipment & Supplies
2769,STFC,Insurance
2770,STGW,Advertising Agencies
2771,STKL,Food Products
2772,STKS,"Hotels, Restaurants & Leisure"
2773,STL,Banks
2774,STLA,Automobiles
2775,STLD,Metals & Mining
2776,STM,Semiconductors & Semiconductor Equipment
2777,STN,Professional Services
2778,STNG,"Oil, Gas & Consumable Fuels"
2779,STON,Diversified Consumer Services
2780,STOR,Equity Real Estate Investment Trusts...
2781,STRA,Diversified Consumer Services
2782,STRL,Construction & Engineering
2783,STRR,Diagnostics & Research
2784,STRS,Real Estate Management & Development
2785,STRT,Auto Components
2786,STT,Capital Markets
2787,STWD,Mortgage Real Estate Investment Trus...
2788,STX,"Technology Hardware, Storage & Periph..."
2789,STZ,Beverages
2790,SU,"Oil, Gas & Consumable Fuels"
2791,SUI,Equity Real Estate Investment Trusts...
2792,SUM,Construction Materials
2793,SUMR,Leisure Products
2794,SUN,"Oil, Gas & Consumable Fuels"
2795,SUNS,Capital Markets
2796,SUNW,Electrical Equipment
2797,SUP,Auto Components
2798,SUPN,Pharmaceuticals
2799,SUPV,Banks
2800,SVC,Equity Real Estate Investment Trusts...
2801,SWBI,Leisure Products
2802,SWIR,Communications Equipment
2803,SWK,Machinery
2804,SWKS,Semiconductors & Semiconductor Equipment
2805,SWM,Paper & Forest Products
2806,SWN,"Oil, Gas & Consumable Fuels"
2807,SWX,Gas Utilities
2808,SXC,Metals & Mining
2809,SXI,Machinery
2810,SXT,Chemicals
2811,SYBT,Banks
2812,SYBX,Biotechnology
2813,SYF,Consumer Finance
2814,SYK,Health Care Equipment & Supplies
2815,SYN,Biotechnology
2816,SYNA,Semiconductors & Semiconductor Equipment
2817,SYNH,Life Sciences Tools & Services
2818,SYNL,Metals & Mining
2819,SYRS,Biotechnology
2820,SYY,Food & Staples Retailing
2821,T,Diversified Telecommunication Services
2822,TA,Specialty Retail
2823,TAC,Independent Power and Renewable Elect...
2824,TACO,"Hotels, Restaurants & Leisure"
2825,TACT,"Technology Hardware, Storage & Periph..."
2826,TAIT,"Electronic Equipment, Instruments & C..."
2827,TAK,Pharmaceuticals
2828,TAL,Diversified Consumer Services
2829,TANH,Chemicals
2830,TAOP,IT Services
2831,TAP,Beverages
2832,TARA,Biotechnology
2833,TARO,Pharmaceuticals
2834,TAST,"Hotels, Restaurants & Leisure"
2835,TBBK,Banks
2836,TBI,Professional Services
2837,TBK,Banks
2838,TBNK,Thrifts & Mortgage Finance
2839,TBPH,Pharmaceuticals
2840,TCBI,Banks
2841,TCBK,Banks
2842,TCMD,Health Care Equipment & Supplies
2843,TCOM,Internet & Direct Marketing Retail
2844,TCON,Biotechnology
2845,TCPC,Capital Markets
2846,TCS,Specialty Retail
2847,TCX,IT Services
2848,TD,Banks
2849,TDC,Software
2850,TDG,Aerospace & Defense
2851,TDOC,Health Care Technology
2852,TDS,Wireless Telecommunication Services
2853,TDW,Energy Equipment & Services
2854,TDY,Aerospace & Defense
2855,TEAM,Software
2856,TECH,Life Sciences Tools & Services
2857,TECK,Metals & Mining
2858,TEDU,Diversified Consumer Services
2859,TEF,Diversified Telecommunication Services
2860,TEL,"Electronic Equipment, Instruments & C..."
2861,TELL,"Oil, Gas & Consumable Fuels"
2862,TEN,Auto Components
2863,TENX,Biotechnology
2864,TEO,Diversified Telecommunication Services
2865,TER,Semiconductors & Semiconductor Equipment
2866,TESS,Communications Equipment
2867,TEVA,Pharmaceuticals
2868,TEX,Machinery
2869,TFC,Banks
2870,TFSL,Thrifts & Mortgage Finance
2871,TFX,Health Care Equipment & Supplies
2872,TG,Chemicals
2873,TGA,"Oil, Gas & Consumable Fuels"
2874,TGB,Metals & Mining
2875,TGH,Trading Companies & Distributors
2876,TGI,Aerospace & Defense
2877,TGLS,Construction Materials
2878,TGNA,Media
2879,TGP,"Oil, Gas & Consumable Fuels"
2880,TGS,"Oil, Gas & Consumable Fuels"
2881,TGT,Multiline Retail
2882,TGTX,Biotechnology
2883,THC,Health Care Providers & Services
2884,THFF,Banks
2885,THG,Insurance
2886,THM,Metals & Mining
2887,THMO,Health Care Equipment & Supplies
2888,THO,Automobiles
2889,THR,Electrical Equipment
2890,THRM,Auto Components
2891,THS,Food Products
2892,THTX,Biotechnology
2893,TILE,Commercial Services & Supplies
2894,TIMB,Telecom Services
2895,TIPT,Insurance
2896,TISI,Commercial Services & Supplies
2897,TITN,Trading Companies & Distributors
2898,TJX,Specialty Retail
2899,TK,"Oil, Gas & Consumable Fuels"
2900,TKC,Wireless Telecommunication Services
2901,TKR,Machinery
2902,TLK,Diversified Telecommunication Services
2903,TLYS,Specialty Retail
2904,TM,Automobiles
2905,TMBR,Biotechnology
2906,TMDI,Health Care Equipment & Supplies
2907,TMHC,Household Durables
2908,TMO,Life Sciences Tools & Services
2909,TMP,Banks
2910,TMQ,Metals & Mining
2911,TMST,Metals & Mining
2912,TMUS,Wireless Telecommunication Services
2913,TMX,Personal Services
2914,TNC,Machinery
2915,TNDM,Health Care Equipment & Supplies
2916,TNET,Professional Services
2917,TNK,"Oil, Gas & Consumable Fuels"
2918,TNL,"Hotels, Restaurants & Leisure"
2919,TNP,"Oil, Gas & Consumable Fuels"
2920,TNXP,Biotechnology
2921,TOL,Household Durables
2922,TOPS,"Oil, Gas & Consumable Fuels"
2923,TOUR,"Hotels, Restaurants & Leisure"
2924,TOWN,Banks
2925,TPB,Tobacco
2926,TPC,Construction & Engineering
2927,TPH,Household Durables
2928,TPHS,Real Estate Management & Development
2929,TPIC,Electrical Equipment
2930,TPL,"Oil, Gas & Consumable Fuels"
2931,TPR,"Textiles, Apparel & Luxury Goods"
2932,TPST,Biotechnology
2933,TPVG,Capital Markets
2934,TPX,Household Durables
2935,TR,Food Products
2936,TRC,Real Estate Management & Development
2937,TREC,Chemicals
2938,TREE,Thrifts & Mortgage Finance
2939,TREX,Building Products
2940,TRGP,"Oil, Gas & Consumable Fuels"
2941,TRHC,Health Care Technology
2942,TRI,Professional Services
2943,TRIB,Health Care Equipment & Supplies
2944,TRIL,Biotechnology
2945,TRIP,Interactive Media & Services
2946,TRMB,"Electronic Equipment, Instruments & C..."
2947,TRMK,Banks
2948,TRN,Machinery
2949,TRNO,Equity Real Estate Investment Trusts...
2950,TROW,Capital Markets
2951,TROX,Chemicals
2952,TRP,"Oil, Gas & Consumable Fuels"
2953,TRQ,Metals & Mining
2954,TRS,Machinery
2955,TRST,Thrifts & Mortgage Finance
2956,TRTN,Trading Companies & Distributors
2957,TRU,Professional Services
2958,TRUE,Interactive Media & Services
2959,TRUP,Insurance
2960,TRV,Insurance
2961,TRVG,Interactive Media & Services
2962,TRVN,Biotechnology
2963,TRX,Metals & Mining
2964,TS,Energy Equipment & Services
2965,TSBK,Thrifts & Mortgage Finance
2966,TSC,Banks
2967,TSCO,Specialty Retail
2968,TSE,Chemicals
2969,TSEM,Semiconductors & Semiconductor Equipment
2970,TSLA,Automobiles
2971,TSLX,Capital Markets
2972,TSM,Semiconductors & Semiconductor Equipment
2973,TSN,Food Products
2974,TSQ,Media
2975,TT,Building Products
2976,TTC,Machinery
2977,TTD,Software
2978,TTE,"Oil, Gas & Consumable Fuels"
2979,TTEC,IT Services
2980,TTEK,Commercial Services & Supplies
2981,TTGT,Media
2982,TTI,Energy Equipment & Services
2983,TTM,Automobiles
2984,TTMI,"Electronic Equipment, Instruments & C..."
2985,TTNP,Pharmaceuticals
2986,TTOO,Biotechnology
2987,TTSH,Specialty Retail
2988,TTWO,Entertainment
2989,TU,Diversified Telecommunication Services
2990,TUP,Household Durables
2991,TURN,Capital Markets
2992,TUSK,Energy Equipment & Services
2993,TV,Media
2994,TVTX,Biotechnology
2995,TVTY,Health Care Providers & Services
2996,TWI,Machinery
2997,TWIN,Machinery
2998,TWLO,IT Services
2999,TWNK,Food Products
3000,TWO,Mortgage Real Estate Investment Trus...
3001,TWOU,Software
3002,TWTR,Interactive Media & Services
3003,TX,Metals & Mining
3004,TXMD,Pharmaceuticals
3005,TXN,Semiconductors & Semiconductor Equipment
3006,TXRH,"Hotels, Restaurants & Leisure"
3007,TXT,Aerospace & Defense
3008,TYG,Asset Management
3009,TYL,Software
3010,TZOO,Interactive Media & Services
3011,UA,"Textiles, Apparel & Luxury Goods"
3012,UAA,"Textiles, Apparel & Luxury Goods"
3013,UAL,Airlines
3014,UAMY,Metals & Mining
3015,UAN,Chemicals
3016,UAVS,Machinery
3017,UBA,Equity Real Estate Investment Trusts...
3018,UBS,Capital Markets
3019,UBSI,Banks
3020,UCBI,Banks
3021,UCTT,Semiconductors & Semiconductor Equipment
3022,UDR,Equity Real Estate Investment Trusts...
3023,UE,Equity Real Estate Investment Trusts...
3024,UEC,"Oil, Gas & Consumable Fuels"
3025,UEIC,Household Durables
3026,UEPS,IT Services
3027,UFAB,Auto Components
3028,UFCS,Insurance
3029,UFI,"Textiles, Apparel & Luxury Goods"
3030,UFPI,Building Products
3031,UFPT,Containers & Packaging
3032,UFS,Paper & Forest Products
3033,UGI,Gas Utilities
3034,UGP,"Oil, Gas & Consumable Fuels"
3035,UHAL,Road & Rail
3036,UHS,Health Care Providers & Services
3037,UHT,Equity Real Estate Investment Trusts...
3038,UI,Communications Equipment
3039,UIHC,Insurance
3040,UIS,IT Services
3041,UL,Personal Products
3042,ULBI,Electrical Equipment
3043,ULH,Road & Rail
3044,ULTA,Specialty Retail
3045,UMBF,Banks
3046,UMC,Semiconductors & Semiconductor Equipment
3047,UMH,Equity Real Estate Investment Trusts...
3048,UMPQ,Banks
3049,UNF,Commercial Services & Supplies
3050,UNFI,Food & Staples Retailing
3051,UNH,Health Care Providers & Services
3052,UNIT,Equity Real Estate Investment Trusts...
3053,UNM,Insurance
3054,UNP,Road & Rail
3055,UNTY,Banks
3056,UNVR,Trading Companies & Distributors
3057,UPLD,Software
3058,UPS,Air Freight & Logistics
3059,URBN,Specialty Retail
3060,URG,"Oil, Gas & Consumable Fuels"
3061,URI,Trading Companies & Distributors
3062,USAC,Energy Equipment & Services
3063,USAK,Road & Rail
3064,USAP,Metals & Mining
3065,USAS,Metals & Mining
3066,USAU,Metals & Mining
3067,USB,Banks
3068,USDP,"Oil, Gas & Consumable Fuels"
3069,USEG,"Oil, Gas & Consumable Fuels"
3070,USFD,Food & Staples Retailing
3071,USLM,Construction Materials
3072,USM,Wireless Telecommunication Services
3073,USNA,Personal Products
3074,USPH,Health Care Providers & Services
3075,UTHR,Biotechnology
3076,UTI,Diversified Consumer Services
3077,UTL,Multi-Utilities
3078,UTMD,Health Care Equipment & Supplies
3079,UTSI,Communications Equipment
3080,UUUU,"Oil, Gas & Consumable Fuels"
3081,UVE,Insurance
3082,UVSP,Banks
3083,UVV,Tobacco
3084,V,IT Services
3085,VAC,"Hotels, Restaurants & Leisure"
3086,VALE,Metals & Mining
3087,VATE,Telecom Services
3088,VBIV,Biotechnology
3089,VBLT,Biotechnology
3090,VBTX,Banks
3091,VC,Auto Components
3092,VCEL,Biotechnology
3093,VCRA,Health Care Technology
3094,VCYT,Biotechnology
3095,VEC,Aerospace & Defense
3096,VECO,Semiconductors & Semiconductor Equipment
3097,VEEV,Health Care Technology
3098,VEON,Wireless Telecommunication Services
3099,VER,Equity Real Estate Investment Trusts...
3100,VERU,Personal Products
3101,VET,"Oil, Gas & Consumable Fuels"
3102,VFC,"Textiles, Apparel & Luxury Goods"
3103,VG,Diversified Telecommunication Services
3104,VGR,Tobacco
3105,VGZ,Metals & Mining
3106,VHC,Software
3107,VHI,Chemicals
3108,VIA,Utilities-Regulated Electric
3109,VIAC,Media
3110,VIAV,Communications Equipment
3111,VICR,Electrical Equipment
3112,VIPS,Internet & Direct Marketing Retail
3113,VIRT,Capital Markets
3114,VIRX,Biotechnology
3115,VISL,Communications Equipment
3116,VIV,Telecom Services
3117,VIVE,Health Care Equipment & Supplies
3118,VIVO,Health Care Equipment & Supplies
3119,VJET,Machinery
3120,VKTX,Biotechnology
3121,VLGEA,Food & Staples Retailing
3122,VLO,"Oil, Gas & Consumable Fuels"
3123,VLRS,Airlines
3124,VLY,Banks
3125,VMC,Construction Materials
3126,VMI,Construction & Engineering
3127,VMW,Software
3128,VNCE,"Textiles, Apparel & Luxury Goods"
3129,VNDA,Biotechnology
3130,VNET,IT Services
3131,VNO,Equity Real Estate Investment Trusts...
3132,VNOM,"Oil, Gas & Consumable Fuels"
3133,VNRX,Health Care Equipment & Supplies
3134,VOC,"Oil, Gas & Consumable Fuels"
3135,VOD,Wireless Telecommunication Services
3136,VOLT,Professional Services
3137,VOXX,Household Durables
3138,VOYA,Diversified Financial Services
3139,VPG,"Electronic Equipment, Instruments & C..."
3140,VRA,"Textiles, Apparel & Luxury Goods"
3141,VRAY,Health Care Equipment & Supplies
3142,VRDN,Biotechnology
3143,VRNS,Software
3144,VRNT,Software
3145,VRS,Paper & Forest Products
3146,VRSK,Professional Services
3147,VRSN,IT Services
3148,VRTS,Capital Markets
3149,VRTV,Trading Companies & Distributors
3150,VRTX,Biotechnology
3151,VSAT,Communications Equipment
3152,VSEC,Commercial Services & Supplies
3153,VST,Independent Power and Renewable Elect...
3154,VSTM,Biotechnology
3155,VSTO,Leisure Products
3156,VTGN,Biotechnology
3157,VTNR,"Oil, Gas & Consumable Fuels"
3158,VTOL,Oil & Gas Equipment & Services
3159,VTR,Equity Real Estate Investment Trusts...
3160,VTRS,Pharmaceuticals
3161,VTVT,Biotechnology
3162,VUZI,Household Durables
3163,VVI,Commercial Services & Supplies
3164,VVV,Chemicals
3165,VWTR,Commercial Services & Supplies
3166,VXRT,Biotechnology
3167,VYGR,Biotechnology
3168,VYNT,Biotechnology
3169,VZ,Diversified Telecommunication Services
3170,W,Internet & Direct Marketing Retail
3171,WAB,Machinery
3172,WABC,Banks
3173,WAFD,Thrifts & Mortgage Finance
3174,WAL,Banks
3175,WASH,Banks
3176,WAT,Life Sciences Tools & Services
3177,WATT,Electrical Equipment
3178,WB,Interactive Media & Services
3179,WBA,Food & Staples Retailing
3180,WBK,Banks
3181,WBS,Banks
3182,WBT,Machinery
3183,WCC,Trading Companies & Distributors
3184,WCN,Commercial Services & Supplies
3185,WD,Thrifts & Mortgage Finance
3186,WDAY,Software
3187,WDC,"Technology Hardware, Storage & Periph..."
3188,WDFC,Household Products
3189,WEC,Multi-Utilities
3190,WELL,Equity Real Estate Investment Trusts...
3191,WEN,"Hotels, Restaurants & Leisure"
3192,WERN,Road & Rail
3193,WES,"Oil, Gas & Consumable Fuels"
3194,WETF,Capital Markets
3195,WEX,IT Services
3196,WEYS,Distributors
3197,WFC,Banks
3198,WGO,Automobiles
3199,WHF,Capital Markets
3200,WHG,Capital Markets
3201,WHLR,Equity Real Estate Investment Trusts...
3202,WHR,Household Durables
3203,WINA,Specialty Retail
3204,WING,"Hotels, Restaurants & Leisure"
3205,WIRE,Electrical Equipment
3206,WIT,IT Services
3207,WIX,IT Services
3208,WK,Software
3209,WKHS,Auto Components
3210,WLDN,Professional Services
3211,WLFC,Trading Companies & Distributors
3212,WLK,Chemicals
3213,WLKP,Chemicals
3214,WLL,"Oil, Gas & Consumable Fuels"
3215,WLTW,Insurance
3216,WM,Commercial Services & Supplies
3217,WMB,"Oil, Gas & Consumable Fuels"
3218,WMC,Mortgage Real Estate Investment Trus...
3219,WMK,Food & Staples Retailing
3220,WMS,Building Products
3221,WMT,Food & Staples Retailing
3222,WNC,Machinery
3223,WNEB,Thrifts & Mortgage Finance
3224,WNS,IT Services
3225,WOLF,Semiconductors & Semiconductor Equipment
3226,WOR,Metals & Mining
3227,WPC,Equity Real Estate Investment Trusts...
3228,WPM,Metals & Mining
3229,WPP,Media
3230,WPRT,Machinery
3231,WRB,Insurance
3232,WRE,Equity Real Estate Investment Trusts...
3233,WRK,Containers & Packaging
3234,WRLD,Consumer Finance
3235,WRN,Metals & Mining
3236,WSBC,Banks
3237,WSBF,Thrifts & Mortgage Finance
3238,WSFS,Thrifts & Mortgage Finance
3239,WSM,Specialty Retail
3240,WSO,Trading Companies & Distributors
3241,WSR,Equity Real Estate Investment Trusts...
3242,WST,Health Care Equipment & Supplies
3243,WSTG,"Electronic Equipment, Instruments & C..."
3244,WTBA,Banks
3245,WTER,Beverages
3246,WTFC,Banks
3247,WTI,"Oil, Gas & Consumable Fuels"
3248,WTM,Insurance
3249,WTRG,Water Utilities
3250,WTS,Machinery
3251,WU,IT Services
3252,WVE,Pharmaceuticals
3253,WVVI,Beverages
3254,WW,Diversified Consumer Services
3255,WWD,Machinery
3256,WWE,Entertainment
3257,WWR,"Oil, Gas & Consumable Fuels"
3258,WWW,"Textiles, Apparel & Luxury Goods"
3259,WY,Equity Real Estate Investment Trusts...
3260,WYNN,"Hotels, Restaurants & Leisure"
3261,X,Metals & Mining
3262,XBIO,Biotechnology
3263,XBIT,Biotechnology
3264,XEL,Electric Utilities
3265,XENE,Biotechnology
3266,XENT,Pharmaceuticals
3267,XHR,Equity Real Estate Investment Trusts...
3268,XIN,Real Estate Management & Development
3269,XLNX,Semiconductors & Semiconductor Equipment
3270,XLRN,Biotechnology
3271,XNCR,Biotechnology
3272,XNET,Software
3273,XOM,"Oil, Gas & Consumable Fuels"
3274,XOMA,Biotechnology
3275,XONE,Machinery
3276,XPER,Semiconductors & Semiconductor Equipment
3277,XPO,Air Freight & Logistics
3278,XPRO,Oil & Gas Equipment & Services
3279,XRAY,Health Care Equipment & Supplies
3280,XRX,"Technology Hardware, Storage & Periph..."
3281,XSPA,Diversified Consumer Services
3282,XTNT,Health Care Equipment & Supplies
3283,XXII,Tobacco
3284,XYL,Machinery
3285,Y,Insurance
3286,YELL,Road & Rail
3287,YELP,Interactive Media & Services
3288,YMTX,Biotechnology
3289,YNDX,Interactive Media & Services
3290,YORW,Water Utilities
3291,YPF,"Oil, Gas & Consumable Fuels"
3292,YRD,Consumer Finance
3293,YTEN,Biotechnology
3294,YTRA,Internet & Direct Marketing Retail
3295,YUM,"Hotels, Restaurants & Leisure"
3296,YUMC,"Hotels, Restaurants & Leisure"
3297,YVR,Entertainment
3298,YY,Interactive Media & Services
3299,Z,Interactive Media & Services
3300,ZBH,Health Care Equipment & Supplies
3301,ZBRA,"Electronic Equipment, Instruments & C..."
3302,ZDGE,Interactive Media & Services
3303,ZEN,Software
3304,ZEST,Software
3305,ZEUS,Metals & Mining
3306,ZG,Interactive Media & Services
3307,ZGNX,Pharmaceuticals
3308,ZION,Banks
3309,ZIOP,Biotechnology
3310,ZIXI,Software
3311,ZNGA,Entertainment
3312,ZSAN,Health Care Equipment & Supplies
3313,ZTO,Air Freight & Logistics
3314,ZTS,Pharmaceuticals
3315,ZUMZ,Specialty Retail
3316,ZWS,Utilities-Regulated Water
3317,ZYNE,Pharmaceuticals
